Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
1053,Brawlhalla,2014-04-30,"['Ubisoft', 'Blue Mammoth Games']",Ubisoft, Blue Mammoth Games,2.6,295,"['Arcade', 'Fighting', 'Indie', 'Platform']",Arcade,Fighting,Indie,Platform,Not applicable,Not applicable,"an epic 2d platform fighter for up to 8 players online or local where the best of the baddestass warriors in history battle each other in an eternal tourney of champions for bragging rights infinite mead and the pure pleasure of delivering a beatdown
try casual freeforalls ranked matches or invite friends to a private room and its free",6900,146,294,36,2
1054,Pokémon Unite,2021-07-20,"['Timi', 'The Pokémon Company']",Timi, The Pokémon Company,2.7,285,['MOBA'],MOBA,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"team up and take down the opposition in pokémon’s first 5on5 strategic team battle game
join trainers from around the world as they head for aeos island to compete in unite battles in unite battles trainers face off in 5on5 team battles to see who can score the most points within the allotted time teamwork is key as you and your teammates defeat wild pokémon level up evolve your own pokémon and work to prevent the opposing team from scoring points put your teamwork to the test and take home the win",4500,263,184,65,2
1055,Black Mesa,2020-03-06,['Crowbar Collective'],Crowbar Collective,Not applicable,4.1,459,"['Adventure', 'Indie', 'Platform', 'Shooter']",Adventure,Indie,Platform,Shooter,Not applicable,Not applicable,black mesa is a reenvisioning of valve softwares classic science fiction first person shooter halflife powered by source engine you will revisit the inaugural role of gordon freeman and his memorable journey through the black mesa research facility expect detailed environments to explore a huge cast of characters and experimental weaponry allnew music voice acting choreography and added dialogue give way to a more expansive and immersive experience than ever before,3700,200,1500,600,1
1056,The Messenger,2018-08-30,"['Sabotage', 'Devolver Digital']",Sabotage, Devolver Digital,3.8,613,"['Adventure', 'Arcade', 'Indie', 'Platform']",Adventure,Arcade,Indie,Platform,Not applicable,Not applicable,"as a demon army besieges his village a young ninja ventures through a cursed world to deliver a scroll paramount to his clans survival
leveraging players expectations as a core game design ingredient the messenger is first presented as an 8bit action platformer with a simple story that unravels into an epic time traveling tale eventually revealing itself as a 16bit metroidvania game packed with replay value and deadpan humor",3700,157,1700,702,2
1057,Jet Set Radio,2012-09-18,"['BlitWorks', 'Sega']",BlitWorks, Sega,3.7,504,['Platform'],Platform,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"jet set radio hd is the latest remaster in a string of dreamcast hits to see new life on download platforms but sega has been insistent that theyve learned its lessons the publisher has emphasized how hard its trying to get things right this time and for many it couldnt have chosen a better game
jet set radio was part of segas onslaught of new properties with an emphasis on flash and style during the second wave of dreamcast software but it might be one of the more obscure its a game that almost everyone has heard of but i think few have actually played this was remedied somewhat with 2002s xbox sequel jet set radio future unlike sonic adventure or the arcade hit crazy taxi jet set radio hd is the chance for many to finally play a game theyve only heard about
nostalgia has the side effect of high expectations though and jet set radio hd just cant meet them while the flash and style of jet set radio hd remains untouched and unvarnished by a dozen years of progress the rest of it cant stand up to scrutiny squirrely controls camera catastrophes and nonsensical level design make jet set radio hd a better memory than game",3500,112,1900,671,2
1058,Pathologic 2,2019-05-23,"['Ice-Pick Lodge', 'tinyBuild']",Ice-Pick Lodge, tinyBuild,4.3,513,"['Adventure', 'Indie', 'RPG']",Adventure,Indie,RPG,Not applicable,Not applicable,Not applicable,pathologic 2 is a narrativedriven dramatic thriller about fighting a deadly outbreak in a secluded rural town you are a healer and to save anyone youll have to survive in this bleak and strange world where even food and medicine are scarce,1300,155,1800,1300,2
1059,Tactics Ogre: Reborn,2022-11-11,['Square Enix'],Square Enix,Not applicable,4.1,206,"['RPG', 'Simulator', 'Strategy', 'Tactical']",RPG,Simulator,Strategy,Tactical,Not applicable,Not applicable,tactics ogre crown jewel of the tactical roleplaying genre is reborn based on the 2010 release the game features improved graphics and sound as well as updated game design bringing to life a new tactics ogre that remains true to its roots,279,137,599,620,1
1060,Hyper Light Drifter,2016-03-31,['Heart Machine'],Heart Machine,Not applicable,3.8,599,"['Adventure', 'Indie', 'Platform', 'RPG']",Adventure,Indie,Platform,RPG,Not applicable,Not applicable,echoes of a dark and violent past resonate throughout a savage land steeped in treasure and blood hyper light drifter is an action adventure rpg in the vein of the best 16­bit classics with modernized mechanics and designs on a much grander scale,4000,160,2600,981,1
1061,Left 4 Dead,2008-11-17,"['Certain Affinity', 'Valve']",Certain Affinity, Valve,3.6,488,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"from valve the creators of counterstrike halflife and more comes left 4 dead a coop action horror game for the pc and xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters
set in the immediate aftermath of the zombie apocalypse l4ds survival coop mode lets you blast a path through the infected in four unique “movies” guiding your survivors across the rooftops of an abandoned metropolis through rural ghost towns and pitchblack forests in your quest to escape a devastated ground zero crawling with infected enemies each movie is comprised of five large maps and can be played by one to four human players with an emphasis on teambased strategy and objectives
new technology dubbed the ai director is used to generate a unique gameplay experience every time you play the director tailors the frequency and ferocity of the zombie attacks to your performance putting you in the middle of a fastpaced but not overwhelming hollywood horror movie
addictive single player coop and multiplayer action gameplay from the makers of counterstrike and halflife versus mode lets you compete fouronfour with friends playing as a human trying to get rescued or as a zombie boss monster that will stop at nothing to destroy them",8600,35,772,213,2
1062,The 25th Ward: The Silver Case,2018-03-13,"['NIS America', 'Grasshopper Manufacture']",NIS America, Grasshopper Manufacture,4.4,482,"['Adventure', 'Puzzle', 'Visual-Novel']",Adventure,Puzzle,Visual-Novel,Not applicable,Not applicable,Not applicable,"the remaster of the silver case sequel originally released on mobile devices that was know as silver jiken 25ku in japan or the silver case ward 25 in english
this was the first time the game is released outside of japan",751,68,1000,738,2
1063,Darkest Dungeon,2016-01-19,['Red Hook Studios'],Red Hook Studios,Not applicable,3.6,476,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn-Based-Strategy']",Adventure,Indie,RPG,Strategy,Turn-Based-Strategy,Not applicable,darkest dungeon is a challenging gothic roguelike turnbased rpg about the psychological stresses of adventuring recruit train and lead a team of flawed heroes against unimaginable horrors stress disease and the everencroaching dark can you keep your heroes together when all hope is lost,5200,328,2300,504,1
1064,Roblox,2006-09-01,['Roblox Corporation'],Roblox Corporation,Not applicable,2.8,187,"['Adventure', 'Platform', 'Simulator']",Adventure,Platform,Simulator,Not applicable,Not applicable,Not applicable,roblox is a massively multiplayer online platform marketed towards creators and players of all ages it allows its users to create their own virtual worlds using a variety of objects in which they or other members may enter and socialize within worlds created on roblox can be scripted using a sandboxed edition of lua 51 to affect events that occur ingame and create different scenarios,5100,213,102,14,1
1065,The Last Guardian,2016-12-06,"['Team Ico', 'Sony Interactive Entertainment']",Team Ico, Sony Interactive Entertainment,3.7,658,"['Adventure', 'Platform', 'Puzzle']",Adventure,Platform,Puzzle,Not applicable,Not applicable,Not applicable,in a strange and mystical land a young boy discovers a mysterious creature with which he forms a deep unbreakable bond the unlikely pair must rely on each other to journey through towering treacherous ruins filled with unknown dangers experience the journey of a lifetime in this touching emotional story of friendship and trust,3200,83,2300,1300,2
1066,Drakengard 3,2013-12-19,"['Access Games', 'Square Enix']",Access Games, Square Enix,3.8,503,"['Adventure', 'Brawler', 'RPG', 'Strategy']",Adventure,Brawler,RPG,Strategy,Not applicable,Not applicable,"drakengard 3 transports players to a medieval world where six goddesslike sisters known as intoners have brought peace to the earth with their power to manipulate magic through song harmony is disrupted however when the eldest sister zero attempts to murder her younger sisters with the help of her dragon companion mikhail as the story progresses players find themselves in a battle to unravel the mystery of zero and learn her true intentions
a prequel to the original drakengard drakengard 3 features the series’ signature brand of action pitting players against hordes of fiends and foes in remorseless hackandslash ground combat and then sending them soaring for pitched aerial battles on the back of the dragon mikhail",1900,128,1400,946,2
1067,Half-Life 2: Episode One,2006-06-01,"['Valve', 'CyberFront']",Valve, CyberFront,3.7,469,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,episode one is the first in a series of games that reveal the aftermath of halflife 2 and launch a journey beyond city 17,7000,39,1600,262,2
1068,Assassin's Creed Revelations,2011-11-14,"['Ubisoft Montreal', 'Ubisoft Entertainment']",Ubisoft Montreal, Ubisoft Entertainment,3.3,628,['Adventure'],Adventure,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"assassins creed revelations presents the most immersive experience available in the series to date and the culmination of ezios adventure in assassins creed revelations master assassin ezio auditore walks in the footsteps of his legendary mentor altair on a journey of discovery and revelation it is a perilous path  one that will take ezio to constantinople the heart of the ottoman empire where a growing army of templars threatens to destabilize the region
in addition to ezios awardwinning story the acclaimed online multiplayer experience from assassins creed brotherhood returns refined and expanded with more modes more maps and more characters that allow players to test their assassin skills against others from around the world the latest chapter in the assassins creed saga also includes revolutionary gameplay allowing players to manipulate the construct of desmonds memories and the animus to decipher the mysteries of his past and gain insight into the future",8700,64,1000,343,2
1069,Half-Life 2: Episode Two,2007-10-09,"['CyberFront', 'Valve']",CyberFront, Valve,4.1,517,"['Puzzle', 'Shooter']",Puzzle,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,the second episodic sequel to one of the most influential firstperson shooters of its time halflife 2,6900,43,1800,301,2
1070,Mega Man,1987-12-17,['Capcom'],Capcom,Not applicable,2.8,639,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,"experience the game that started it all play as cybernetic hero mega man as you battle to stop the evil scientist dr wily and his robot masters from taking over the world a classic platformer in every sense of the word mega man features timeless 8bit graphics a memorable soundtrack and balanced but challenging gameplay that combine to create one of the most iconic video games of all time
mega man known as rockman in japan is a 1987 actionplatform video game developed and published by capcom for the nintendo entertainment system nes it was directed by akira kitamura with nobuyuki matsushima as lead programmer and is the first game of the mega man franchise and the original video game series mega man was produced by a small team specifically for the home console market a first for capcom who previously focused on arcade titles",5400,26,452,152,1
1071,PowerWash Simulator,2021-05-19,"['Square Enix', 'FuturLab']",Square Enix, FuturLab,3.7,304,"['Indie', 'Simulator']",Indie,Simulator,Not applicable,Not applicable,Not applicable,Not applicable,release the pressure with powerwash simulator wash away your worries with the soothing sounds of highpressure water fire up your power washer and blast away every speck of dirt and grime you can find all with the simple satisfaction of powerwashing to a sparkling finish,1700,242,255,274,2
1072,Cave Story,2004-12-20,['Studio Pixel'],Studio Pixel,Not applicable,4.2,543,"['Adventure', 'Indie', 'Platform', 'Shooter']",Adventure,Indie,Platform,Shooter,Not applicable,Not applicable,a sidescrolling platformer in which a robot traverses a strange world that has been thrown into disorder due to its violent history and a doctor that is attempting to exploit the inhabitants to aid him in his own pursuit for power,3700,87,1300,693,1
1073,Final Fantasy XIV: Shadowbringers,2019-07-02,['Square Enix'],Square Enix,Not applicable,4.6,401,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,shadowbringers is the third expansion for ffxiv the expansion takes players to the first one of thirteen reflections of the source that is being consumed by a flood of light the main region visited is known as norvrandt which is roughly analogous to the sources eorzea and is the only region in the world that has not yet succumbed to the flood of light,3000,192,517,267,1
1074,Days Gone,2019-04-26,"['SIE Bend Studio', 'Sony Interactive Entertainment']",SIE Bend Studio, Sony Interactive Entertainment,3.2,610,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,"days gone is an openworld actionadventure game set in a harsh wilderness two years after a devastating global pandemic play as deacon st john a drifter and bounty hunter who rides the broken road fighting to survive while searching for a reason to live
at its core days gone is about survivors and what makes them human desperation loss madness betrayal friendship brotherhood regret love – and hope it’s about how even when confronted with such enormous tragedy they find a reason to live hope never dies",3900,212,1800,644,2
1075,Tom Clancy's Rainbow Six Siege,2015-12-01,"['Ubisoft Entertainment', 'Ubisoft Montreal']",Ubisoft Entertainment, Ubisoft Montreal,3.2,424,"['Shooter', 'Tactical']",Shooter,Tactical,Not applicable,Not applicable,Not applicable,Not applicable,inspired by the reality of counter terrorist operatives across the world rainbow six siege invites players to master the art of destruction intense close quarters confrontations high lethality tactics team play and explosive action are at the center of the experience the multiplayer gameplay of rainbow six siege sets a new bar for intense firefights and expert strategy in the rich legacy of past rainbow six games,7900,302,381,139,2
1076,Trek to Yomi,2022-05-05,"['Devolver Digital', 'Leonard Menchiari']",Devolver Digital, Leonard Menchiari,2.7,262,"['Adventure', 'Brawler', 'Indie']",Adventure,Brawler,Indie,Not applicable,Not applicable,Not applicable,as a vow to his dying master the young swordsman hiroki is sworn to protect his town and the people he loves against all threats faced with tragedy and bound to duty the lone samurai must voyage beyond life and death to confront himself and decide his path forward,1000,67,457,446,2
1077,Sonic CD,1993-09-23,"['Sonic Team', 'Sega']",Sonic Team, Sega,3.4,629,['Platform'],Platform,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"sonic travels to the distant shores of never lake for the onceayear appearance of little planet  a mysterious world where past present and future collide through the power of the time stones that lie hidden within it
sonic arrives only to find the once beautiful world imprisoned beneath a twisted metallic shell his archnemesis dr eggman has come for the time stones and with them will soon have the power to control time itself
in order to put an end to dr eggman’s nefarious schemes sonic must use the power of little planet to travel through time breaking dr eggman’s hold over the future by destroying his machines in the past and recovering the missing time stones",4900,43,656,223,2
1078,Mario Kart: Double Dash!!,2003-11-07,"['Nintendo EAD', 'Nintendo']",Nintendo EAD, Nintendo,3.9,808,['Racing'],Racing,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,the mushroom kingdom just got a whole lot more hectic as mario and friends double up for furious kart racing this time around each kart holds two racers that can switch places at any time so choose from a huge cast of favorites and pair them up any way you see fit the character in front handles the driving duties while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use get ready for some intense multiplayer mayhem with your favorite characters including mario luigi donkey kong peach bowser and koopa,8400,31,449,265,2
1079,Rayman Origins,2011-11-15,"['Ubisoft Montpellier', 'Ubisoft Entertainment']",Ubisoft Montpellier, Ubisoft Entertainment,3.8,547,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares although they are captured rayman and his friends are able to escape the darktoons they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way,6200,85,1200,417,2
1080,Klonoa Phantasy Reverie Series,2022-07-08,"['MONKEYCRAFT Co. Ltd', 'Bandai Namco Entertainment']",MONKEYCRAFT Co. Ltd, Bandai Namco Entertainment,3.8,197,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,klonoa is back klonoa phantasy reverie series brings back klonoa door to phantomile and klonoa 2 lunatea’s veil remastered in one collection to fans new and old get ready to set off on an adventure to save the world,647,119,563,782,2
1081,Hitman 2,2018-11-13,"['WB Games', 'IO Interactive']",WB Games, IO Interactive,4.0,605,"['Adventure', 'Shooter', 'Tactical']",Adventure,Shooter,Tactical,Not applicable,Not applicable,Not applicable,travel the globe and track your targets across exotic sandbox locations in hitman 2 from sundrenched streets to dark and dangerous rainforests nowhere is safe from the world’s most creative assassin agent 47 in the ultimate spy thriller story,5000,164,1800,607,2
1082,Max Payne 3,2012-05-15,"['Rockstar Games', 'Rockstar Vancouver']",Rockstar Games, Rockstar Vancouver,3.7,593,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,max payne 3 is a thirdperson shooter in which the player assumes the role of its titular character max payne a new feature to the series introduced in max payne 3 is the cover system which allows players to gain a tactical advantage and avoid taking damage from enemies to progress through the linear story players take on enemies throughout levels the game features interactive cutscenes which transition seamlessly into continuing gameplay there are no loading screens across gameplay and cutscenes,5600,43,1000,518,2
1083,Catherine: Full Body,2019-02-14,"['Atlus', 'Studio Zero']",Atlus, Studio Zero,3.8,451,"['Adventure', 'Platform', 'Puzzle', 'Simulator', 'Strategy']",Adventure,Platform,Puzzle,Simulator,Strategy,Not applicable,catherine full body is an enhanced remaster of the adultoriented puzzleplatformer catherine full body features a new love interest online multiplayer new puzzle mechanics harder difficulties new story segments and new endings,2600,152,1700,1200,2
1084,Kirby: Planet Robobot,2016-04-28,"['HAL Laboratory', 'Nintendo']",HAL Laboratory, Nintendo,4.2,669,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,"harness the power of a mysterious mech to stop ruthless invaders from mechanizing kirbys home world smash through tough obstacles lift heavy objects with ease and scan enemies to shapeshift into new modes with powerful abilities in this supercharged actionplatformer
thats right—kirbys robobot armor can shapeshift into different modes by scanning enemies to copy their moves—like the new jet mode not to mention kirby can copy abilities the oldfashioned way too—by inhaling them after saving the world team up with three friends to defeat foes in team kirby clash an rpgstyled 4player brawl where you choose from varied roles and level them up",3600,82,1000,644,2
1085,Battlefield 1,2016-10-21,"['EA Digital Illusions CE', 'Electronic Arts']",EA Digital Illusions CE, Electronic Arts,3.4,513,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,discover classic battlefield gameplay with epic multiplayer and an adventurefilled campaign experience the dawn of allout war only in battlefield 1 fight your way through epic battles going from tight urban combat in a besieged french city to big open spaces in the italian alps or frantic combats in the arabic sand dunes experience largescale battles as infantry or piloting vehicles on land air and sea from the tanks and bikes on the ground to biplanes and gigantic battleships,7200,108,741,150,2
1086,Kirby’s Return to Dream Land Deluxe,2023-02-24,['Nintendo'],Nintendo,Not applicable,4.2,230,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,the tough puff kirby is back for a 4player platforming adventure copy enemies’ abilities and use their power to attack with a sword wield a whip and float with a parasol you can also laser blast with the new mecha copy ability that makes a series debut the extra muscle will be handy in finding missing pieces for magolor’s ship which crash landed on planet popstar float and fight along with friends on the same system where each player can control another kirby or one of kirby’s iconic friends like king dedede meta knight and bandana waddle dee,408,159,246,513,1
1087,Persona 2: Eternal Punishment,2000-06-29,['Atlus'],Atlus,Not applicable,4.1,594,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,persona 2 eternal punishment is a roleplaying video game developed by atlus and chronologically the third installment in the persona series eternal punishment takes place in the fictional japanese city of sumaru and is a direct sequel to persona 2 innocent sin taking place a year after innocent sin the game follows reporter maya amamo as she investigates the joker curse a malign phenomenon where peoples wishes and rumors are coming true and causing chaos during her investigations she and others who join her gain the ability to summon personas personified aspects of their personalities the gameplay features turnbased battle gameplay where characters use their personas in battle against demons and a separate rumor system where rumors spread around the city can influence events in the characters favor,1600,107,2000,993,1
1088,Star Wars Battlefront II,2017-11-17,"['EA Digital Illusions CE', 'Electronic Arts']",EA Digital Illusions CE, Electronic Arts,3.1,534,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,"embark on an endless star wars action experience from the bestselling star wars hd video game franchise of all time experience rich multiplayer battlegrounds across all 3 eras  prequel classic and new trilogy  or rise as a new hero and discover an emotionally gripping singleplayer story spanning thirty years
customise and upgrade your heroes starfighters or troopers  each with unique abilities to exploit in battle ride tauntauns or take control of tanks and speeders use the force to prove your worth against iconic characters like kylo ren darth maul or han solo as you play a part in a gaming experience inspired by forty years of timeless star wars films",7800,128,826,140,2
1089,Super Paper Mario,2007-04-09,"['Nintendo', 'Intelligent Systems']",Nintendo, Intelligent Systems,3.8,688,"['Adventure', 'Platform', 'RPG']",Adventure,Platform,RPG,Not applicable,Not applicable,Not applicable,the newest chapter of the paper mario story isnt just out of this world its out of this dimension what at first glance appears to be a 2d sidescroller ripped straight from the stylized pages of the paper mario universe soon turns into a hilarious dimensionshifting platformer possible only on wii,6200,76,1500,572,2
1090,The Great Ace Attorney 2: Resolve,2017-08-03,['Capcom'],Capcom,Not applicable,4.6,386,"['Adventure', 'Point-and-Click', 'Puzzle', 'Visual-Novel']",Adventure,Point-and-Click,Puzzle,Visual-Novel,Not applicable,Not applicable,"the great ace attorney 2 resolve is the eleventh installment of the ace attorney series of text adventure video games
new gameplay mechanics introduced to the series include dance of deduction in which ryunosuke must deduce mistakes and oversights in herlocks overboard logic and uncover new facts and summation examination in which players must point out discrepancies among jurors arguments to make their defendants case and ultimately secure a not guilty verdict",1100,75,771,468,1
1091,Bugsnax,2020-11-12,['Young Horses'],Young Horses,Not applicable,3.6,625,"['Adventure', 'Indie', 'Puzzle']",Adventure,Indie,Puzzle,Not applicable,Not applicable,Not applicable,"bugsnax takes you on a journey to snaktooth island home of the legendary halfbug halfsnack creatures bugsnax invited by intrepid explorer elizabert megafig you arrive to discover your host nowhere to be found her camp in shambles and her followers scattered across the island alone and hungry
its up to you to solve the mysteries of snaktooth island what happened to lizbert what are bugsnax and where do they come from but most of all why do they taste so good",2700,141,1300,671,1
1092,Star Wars: Battlefront II,2005-10-31,"['Pandemic Studios', 'LucasArts']",Pandemic Studios, LucasArts,4.0,650,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"star wars battlefront ii is the sequel to star wars battlefront it is a highselling star wars video game following the many adventures of several characters the two games are very similar as both revolve around troopers from various factions fighting in different locales battlefront ii however includes elements and missions from star wars episode iii revenge of the sith as well as enhanced aspects of gameplay including space combat and the ability to play as jedi characters or other heroes
with brand new space combat playable jedi characters and over 16 all new battlefronts star wars battlefront ii gives you more ways than ever before to play the classic star wars battles any way you want",7700,35,520,189,2
1093,Pokémon Shield,2019-11-15,"['The Pokémon Company', 'Game Freak']",The Pokémon Company, Game Freak,2.9,548,"['Adventure', 'RPG', 'Turn-Based-Strategy']",Adventure,RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,"unsheathe your sword and take up your shield
the world of pokémon expands to include the galar region in pokémon sword and pokémon shield",6300,193,514,253,2
1094,Super Castlevania IV,1991-10-31,['Konami'],Konami,Not applicable,3.7,627,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,"a century of transylvanian tranquility is about to come to a shocking end once again the mortifying screams of helpless villagers shake the ground as they huddle against new nightmarish horrors unleashed by the duke of darkness count dracula and this time he has a tombstone with your name on it simon belmont
you must descend into castle of the undead and its gruesome ground accompanied by the most chilling sound effects to ever tingle your spine inside a freshly dug 11 levels maze features the treacherous terrace of terror the dangerous rotating dungeon the sunken ruins of lost spirits torture chambers and creature filled caves use your whip like a grappling hook and swing past hundreds of traps and a host of ghost freaks living corpses and hidden goblins all while dodging or destroying the unpredictable spitting lizards carnivorous coffins and more
find the concealed weapons needed to defeat everything from eerie phantoms to haunted furniture then prepare to find yourself facetothing with hideous torments like the tongue lasher the darkest knight the boneafide horseman and the granite crusher when your nerves get shot use your password and take a breather but forge on simon belmont because if you though dracula was down for the count hes only just begun to fright",3700,45,863,271,1
1095,Brothers: A Tale of Two Sons,2013-08-07,"['Starbreeze Studios', 'Spike ChunSoft']",Starbreeze Studios, Spike ChunSoft,3.5,511,"['Adventure', 'Indie', 'Puzzle']",Adventure,Indie,Puzzle,Not applicable,Not applicable,Not applicable,"brothers is presented from a thirdperson view overlooking the two brothers the brothers are moved individually by two thumbsticks on the controller the controller triggers also cause the respective brother to interact with the game world such as talking to a nonplayer character or grabbing onto a ledge or object
the older brother is the stronger of the two and can pull levers or boost his younger brother to higher spaces while the younger one can pass between narrow bars the player progresses by manipulating the two brothers at the same time to complete various puzzles often requiring the player to manipulate both brothers to perform differing functions such as one distracting a hostile nonplayer character while the other makes their way around
should either brother fall from a great height or get injured the game restarts at a recent checkpoint all of the ingame dialogue is spoken in a fictional language thus the story is conveyed through actions gestures and expressions",4000,28,1300,334,2
1096,Call of Duty: Modern Warfare,2019-10-25,"['Infinity Ward', 'Activision']",Infinity Ward, Activision,3.4,525,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"prepare to go dark modern warfare is back
the stakes have never been higher as players take on the role of lethal tier one operators in a heartracing saga that will affect the global balance of power call of duty modern warfare engulfs fans in an incredibly raw gritty provocative narrative that brings unrivaled intensity and shines a light on the changing nature of modern war
players will be thrust into an immersive narrative spanning the entire game experience the ultimate online playground with classic multiplayer or squadup and play cooperatively in a collection of elite operations accessible to all skill levels",5100,84,431,339,2
1097,GoldenEye 007,1997-08-23,"['Nintendo', 'Rare']",Nintendo, Rare,3.6,610,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,goldeneye 007 is a firstperson shooter video game developed by rare and based on the 1995 james bond film goldeneye it was exclusively released for the nintendo 64 video game console in august 1997,4500,60,646,334,2
1098,"WarioWare, Inc.: Mega Microgames!",2003-03-21,"['Nintendo R&D1', 'Nintendo']",Nintendo R&D1, Nintendo,3.9,523,['Arcade'],Arcade,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,frantic action prepare for lightningquick game play as you blaze through over 200 bizarre microgames designed by a crazy crew of warios cronies there are even twoplayer contests that can be played on a single game boy advance pick up and play ultrasimple controls make each game easy to get intountil the games start coming faster and fasterand faster,3500,43,374,227,2
1099,Evil West,2022-11-22,"['Focus Entertainment', 'Flying Wild Hog']",Focus Entertainment, Flying Wild Hog,3.3,148,"['Adventure', 'Brawler', 'Shooter']",Adventure,Brawler,Shooter,Not applicable,Not applicable,Not applicable,"a dark menace consumes the old west in solo or coop fight with style in visceral explosive combat against bloodthirsty monstrosities eradicate the vampiric hordes with your lightningfueled gauntlet and become a wild west superhero
in visceral explosive combat unleash hell with your firearms lightningfueled gauntlet and gadgets kill bloodthirsty monstrosities in style as a lone hunter or in coop with a friend explore and fight in a narrativedriven campaign while upgrading your weapons and hunting tools unlock new perks to evolve your monsterslaying mastery crafting your own playstyle to defeat the supernatural hordes",335,38,293,510,2
1100,Gravity Rush 2,2017-01-18,"['SIE Japan Studio', 'Sony Interactive Entertainment']",SIE Japan Studio, Sony Interactive Entertainment,3.9,516,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,another mindbending adventure awaits gravity queen kat as a new danger emerges to threaten the fabric of the universe itself still searching for clues behind the mystery of her origin and with the powerful raven at her side kat must master three unique gravity attack styles as she takes on enemies and massive bosses,2100,122,1900,1000,2
1101,Metroid Prime 2: Echoes,2004-11-15,"['Retro Studios', 'Nintendo']",Retro Studios, Nintendo,4.0,606,"['Adventure', 'Platform', 'Shooter']",Adventure,Platform,Shooter,Not applicable,Not applicable,Not applicable,an explorationdriven 3d metroidvaniafirstperson shooter hybrid and sequel to metroid prime 2002 in which samus lands on aether an intricate planet torn into light and dark versions of itself to help its remaining inhabitants defend against the invaders from its dark incarnation by traversing both the light and dark worlds acquiring new powerups and braving oppressive environments,3000,75,1800,588,2
1102,The Forest,2018-04-30,['Endnight Games Ltd'],Endnight Games Ltd,Not applicable,3.2,293,"['Adventure', 'Indie', 'Puzzle', 'Simulator']",Adventure,Indie,Puzzle,Simulator,Not applicable,Not applicable,"as the lone survivor of a passenger jet crash you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants
build explore survive in this terrifying first person survival horror simulator",4500,143,597,291,1
1103,CrossCode,2018-09-20,"['Deck13 Interactive', 'Radical Fish Games']",Deck13 Interactive, Radical Fish Games,4.0,351,"['Adventure', 'Indie', 'Puzzle', 'RPG']",Adventure,Indie,Puzzle,RPG,Not applicable,Not applicable,a retroinspired 2d action rpg set in the distant future crosscode combines 16bit snesstyle graphics with buttersmooth physics a fastpaced combat system and engaging puzzle mechanics served with a gripping scifi story,1500,213,1500,741,2
