job_title_name,job_title_jobtype,job_title_description,search_term
Security Analyst (Compliance) (Min 10+yrs exp)-REMOTE,"- Full-time, Temporary, Contract","We are looking for Security Analyst (Compliance) (REMOTE) (Min 10 Years exp) (In Person / Webcam interviews)
POSITION DESCRIPTION
DIRECT CLIENT Position
Number of positions: 1
Length: 3-15 Months +
Location: REMOTE /Washington DC 20024
Immediate interviews – In Person / Webcam interview
Please note that this position is 100% REMOTE.
The Security Analyst – Compliance will be responsible for ensuring that the program maintains good standing in all security audits and for cataloging and updating all compliance documentation.
Looking for a candidate who must be customer service oriented, have strong team and interpersonal skills, and ability to multi-task when required. Excellent oral, written, and presentation skills are a mandatory requirement.
The Security Analyst Compliance will be responsible for monitoring, managing and closing existing compliance issues while also ensuring that internal systems are compliant with security standards. In carrying out these functions, the responsibilities include the identification, evaluation and interpretation of regulatory, statutory and member security requirements, control deficiencies and information security risks.
Core Duties:
· -Perform security assessments and review system security documentation based on FISMA and FedRAMP requirements
· -Develop, review, and update Certification and Accreditation (C&A) packages and Authority to Connect (ATC) documentation for systems hosted and owned by D.C. and Cloud environments
· -Maintain and manage the required systems security documentation on the Share-point Site:
· -System Security Plans (SSP)
· -Risk Assessments (RA)
· -Contingency Plans (CP) and testing
· -Federal Information Processing Standard Publication 199 (FIPS 199) Security Categorization
· -Privacy Impact Assessments (PIA)
· -Security Control Assessments (SCA) Certification
· -Annual and quarterly security documentation review and testing
· -ATO / ATC certifications and re-certifications
· -Security Self Assessments (SSA)
· -Memoranda of Understanding (MOU)
· -Interconnection Security Agreement(s) (ISA)
· -Develop and update the IRS Safeguard Security Report (SSR)
· -Develop and update the IRS Corrective Action Plans (CAPS)
· -Develop and update the IRS Inspection Plan and Inspection Reports
· -Coordinate with departmental agency staff as necessary to provide guidance on the process of conducting risk analysis and computer security reviews, security assessments, the preparation of Disaster Recovery Plans, security plans, and the processes involved in the D.C. required activities for the Certification and Accreditation of Major Information and General Support Systems (MIS/GSS)
· -Develop IT security Policies
· -Develop IT security Procedures
· -Manage the Computer Security Awareness Training and Role-Based Training projects
· -Develop, review, update and publish Rules of Behavior
· -Develop and implement information sharing regarding cyber security best practices and common vulnerabilities
· -Administer and manage the site and content blocking, event monitoring, network intrusion detection systems
· -Conduct, as needed, vulnerability assessment, and security risk analysis
· -Support process, technical and R&D activities
· -Conduct research of new technologies, systems and processes to make recommendations on the enhancement of the security posture
· -Perform research and preliminary proof-of-concept testing of security tools
· -Prepare and submit SAR responses
· -Manage day-to-day security operations, including assisting on investigative matters related to information security as requested
· -Conduct Plan of Action and Milestones (PO&AM) reviews, oversight and reporting as well as Privacy Impact Assessments
· -Coordinate data collection, analysis and reporting for IT security data calls, Freedom of Information Act (FOIA) -Requests, Incident reports
· -Excellent attention to detail
· -Excellent oral and written communication skills
· -Ability to work in a fast-paced, dynamic environment
· -Ability to interface with all levels of management
· -Ability to perform complex tasks with minimal supervision and guidance
· -Excellent time management, scheduling, and organizational skills
· -Ability to work well independently or in a team setting
JOB DESCRIPTION
Responsibilities:
1. Formulates and defines systems scope and objectives based on both user needs and a thorough understanding of business systems and industry requirements.
2. Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operation time, and form of desired results. Includes analysis of business and user needs, documentation of requirements, and translation into proper system requirements specifications.
3. Provides consultation on complex projects and is considered to be the top-level contributor/specialist of most phases of systems analysis, while considering the business implications of the application of technology to the current and future business environment.
Minimum Education/Certification Requirements :
Bachelor’s degree in IT or related field or equivalent experience; or a current Project Management Professional (PMP) Certification
Job Types: Full-time, Temporary, Contract
Pay: $90.00 - $100.00 per hour
Benefits:
Dental insurance
Health insurance
Vision insurance
Compensation package:
1099 contract
Hourly pay
Yearly pay
Experience level:
10 years
Schedule:
Monday to Friday
Experience:
knowledge of Security Practices and processes: 10 years (Required)
Security Assurance, Controls and Compliance programs: 10 years (Required)
understanding of FISMA,NIST&SOC-2 security standards: 10 years (Required)
knowledge of Sarbanes-Oxley and ISO highly desired: 10 years (Required)
SOC-2 audit: 10 years (Required)
At least one certification(CISA,CISM,CRISC,CISSP,ISAAP): 10 years (Required)
maintain security documentation and manuals: 10 years (Preferred)
Software Development Lifecycle: 10 years (Preferred)
requirements gathering and documentation: 10 years (Preferred)
MS Office/PowerPoint: 10 years (Preferred)
Bachelor’s degree in IT or related field: 1 year (Preferred)
performing security audit work: 10 years (Required)
conducting FISMA, FISCAM, audits: 10 years (Required)
knowledge of NIST Risk Management Framework: 10 years (Required)
Work Location: Remote",informationsecurityanalyst 
Sr. Information Security Analyst - Remote,- Contract,"Title: Sr. Information Security Analyst - Remote
Why is this position open: Growth
Pay/Salary/Benefits/Perks: $60/hr - CTH
Work from Home Policy: Remote (Local to Nashville preferred)
Interview Process: 2 Interviews, streamlined process
Key Skills: Rapid7 InsightIDR (SIEM and MDR), SentinelOne (EDR), Zscaler ZIA (Browser/DNS control), Absolute (Endpoint resiliency), Abnormal (Email), Orca (CSPM), Delinea Secret Server (PAM), Microsoft 365, E3, Jamf
Responsibilities:
Interpret log outputs from a wide selection of devices and application classes
Implement IDS, Host Side Intrusion Detection, Firewall configuration, email encryption and PHI filtering Anti-Spam/ Virus and content filtering.
Integrate appropriate system and application related logs into SIEM to monitor and alert on threats to the assets supporting enterprise.
Create and implement incident response procedures for new threat content and alerts.
Perform regular vulnerability scanning and security reviews
Design, implement, and operate information security best practices and procedure utilizing software.
Develop and manage security and process documentation.
Develop and manage metrics and reporting designed to measure InfoSec Security program effectiveness
Monitor external threat environment to ensure GTT is responsive to near and far term threats.
Respond to and resolve cyber security threats
Qualifications:
Advanced knowledge securing cloud IaaS & PaaS solutions in AWS and Azure.
Advanced knowledge of the security issues / concerns that impact the healthcare industry.
Experience implementing security solutions at the SMB & Enterprise level.
Functional knowledge of network packet captures and analysis of them to support incident forensics.
Advanced functional knowledge of Windows server and desktop operating systems.
Experience with one or more Linux distributions and security tools developed for them.
Advanced experience using scripting languages to automate security functions and reporting.
Experience designing and implementing security solutions for Windows, Apple, and Linux technologies.
Understanding of mobile device security issues and management or remediation technologies.
Skills:
Rapid7 InsightIDR (SIEM and MDR)
SentinelOne (EDR)
Zscaler ZIA (Browser/DNS control)
Absolute (Endpoint resiliency)
Abnormal (Email)
Orca (CSPM)
Delinea Secret Server (PAM)
Okta (most likely going away)
Microsoft 365 E3
Jamf
Google Workspace
Bonus: CCSP, CISSP, CISA, CISM, Security+, CySA+, CEH, SSCP, ITIL",informationsecurityanalyst 
Security Analyst,- Full-time,"Job Description:
The Security Analyst – Compliance will be responsible for ensuring that the DCAS program maintains good standing in all security audits and for cataloging and updating all compliance documentation.
Complete Description:
This position is housed under the Department of Health Care Finance (DHCF) in direct support of the DC Access System (DCAS).
The Department of Health Care Finance is looking for a candidate who must be customer service oriented, have strong team and interpersonal skills, and ability to multi-task when required. Excellent oral, written, and presentation skills are a mandatory requirement.
The Security Analyst Compliance will be responsible for monitoring, managing and closing existing compliance issues while also ensuring that internal systems are compliant with security standards. In carrying out these functions, the responsibilities include the identification, evaluation and interpretation of regulatory, statutory and member security requirements, control deficiencies and information security risks.
Core Duties:
-Perform security assessments and review system security documentation based on FISMA and FedRAMP requirements
-Develop, review, and update Certification and Accreditation (C&A) packages and Authority to Connect (ATC) documentation for systems hosted and owned by D.C. and Cloud environments
-Maintain and manage the required systems security documentation on the Share-point Site:
-System Security Plans (SSP)
-Risk Assessments (RA)
-Contingency Plans (CP) and testing
-Federal Information Processing Standard Publication 199 (FIPS 199) Security Categorization
-Privacy Impact Assessments (PIA)
-Security Control Assessments (SCA) Certification
-Annual and quarterly security documentation review and testing
-ATO / ATC certifications and re-certifications
-Security Self Assessments (SSA)
-Memoranda of Understanding (MOU)
Job Type: Full-time
Salary: From $95.00 per hour
Experience level:
11+ years
Schedule:
Monday to Friday
Experience:
CISA: 7 years (Required)
CISM: 7 years (Required)
CRISC: 7 years (Required)
CISSP: 7 years (Required)
ISAAP: 7 years (Required)
SECURITY AUDIT WORK: 7 years (Required)
FISMA: 7 years (Required)
SECURITY PRACTICES: 7 years (Required)
Security Assurance: 7 years (Required)
sarbanes oxley and ISO: 7 years (Required)
SoC: 7 years (Required)
software development life cycle: 10 years (Required)
Work Location: Remote
Speak with the employer
+91 9949838503",informationsecurityanalyst 
Financial Systems Analyst,- Full-time,"Financial Systems Analyst / Financial Analyst
Description:
This position is responsible for assisting in building, maintaining and enhancing the financial system, Oracle Planning and Budgeting Cloud Service (PBCS), used for reporting/budgeting/forecasting.
This position is also responsible for ad-hoc reporting/ analysis to ensure that Crash Champions makes sound financial decisions. As a Financial Analyst, your work, whether it's modeling business scenarios or tracking performance metrics, is used by our leaders to make strategic company decisions. This role requires working on multiple projects at a time and focusing on the details while also finding creative ways to tackle big picture challenges.
Position Responsibilities:
Performs application programming activities including, webform building, testing, debugging, documenting, and maintaining/modifying/creating calculation scripts.
Involved in troubleshooting issues as and when arisen and support during month-end reporting activities
Technical/functional support for all PBCS interfacing systems.
Preparation and maintenance of documents for system design, data flow, procedures, and general information.
PBCS maintenance, including hierarchy updates, data loading and data validation
Maintains and updates user security as needed
Leads trainings as necessary for new end users on how to access financials reports via Smart View
Work closely with FP&A and Accounting teams to develop reports, in both Smart View and Financial Reporting Studio, based on business requirements.
Assist Director with ad-hoc financial analysis requests, modeling and schedules; including P&L, balance sheet and cash flow for both internal and external audiences
Assist in activities relating to the annual budget and quarterly forecasts in PBCS
Lead efforts from FP&A related to quarterly operational business re-alignments, as it relates to PBCS modifications
Skills:
Strong written and verbal communication, interpersonal, and customer-service skills
Strong proficiency in mathematics and applied sciences
Experience in documenting functional and technical design
Experience in PBCS and Smart View (or comparable multi-dimensional reporting systems)
Experience in a Finance department preferred, but not required
Qualifications:
Bachelor’s degree required; MIS/Computer Science/Finance/Accounting or related field preferred
2+ years finance, financial planning and analysis, or accounting experience
Job Type: Full-time
Pay: Up to $120,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Weekend availability
Work Location: Remote",systemsanalyst 
Blockchain Developer,- Full-time,"Job Title: Junior Blockchain Developer
Background
OTOYis the definitive cloud graphics company, powering the transition to a 3D internet by redefining the creation, distribution, and monetization of digital assets.
Over the past decade, OTOY’s core products have powered the workflows of the world’s leading film and game studios, digital artists, and NFT creators.
The company’s cutting-edge technology ecosystem is augmented by the Render Network (RNDR)— the first blockchain-enabled network for distributed rendering, that also maintains provenance of 3D assets, enabling unrivaled methods of distribution and monetization.
Recently, OTOY and the Render Network have developed cutting-edge AI technologies spanning AI rendering, decentralized computing for large-scale 3D AI training, and AI-assisted holographic computing — providing the first platform connecting AI and 3D workflows.
Accolades
In 2022, OTOY was named by FastCompany as one of the World’s Most Innovative Companiesand the Render Network was included in The Information’s 50 Most Promising Startupswith leaders in the media, technology, and blockchain industries.
Works created by artists using OTOY and Render technology have been sold at the world’s leading auction houses, exhibited at leading museums and sports events, and featured in blockbuster film and TV productions including The Avengers, Star Wars: Rogue One, Gravity, Westworld, and many others.
The Junior Blockchain developer will work on the Render Network project helping democratize AI and rendering processes by enabling artists to leverage its decentralized network of idle GPU resources.
We are currently seeking a talented and experienced Solana and full-stack Developer to join our team and help us create and maintain our applications, specifically in regard to our new Burn and Mint Equilibrium system and on-chain storage for live immersive holographic streams.
Responsibilities:
Develop, test, and deploy smart contracts on the Solana blockchain, focusing on Burn and Mint Equilibrium functionality.
Collaborate with cross-functional teams to define, design, and implement new features and functionalities that enhance our blockchain solutions.
Research and evaluate new blockchain technologies and protocols, specifically in the areas of on-chain storage and real-time processing.
Design and develop scalable and efficient solutions to support live immersive holographic streams on the blockchain.
Maintain and improve existing blockchain applications, ensuring optimal performance, security, and reliability.
Provide technical support and guidance to stakeholders, addressing any issues and challenges that arise.
Actively participate in code reviews, providing constructive feedback and recommendations to improve code quality and maintainability.
Stay up-to-date with the latest industry trends and advancements in blockchain technology, sharing knowledge and insights with the team.
Contribute to the documentation of the development process, including technical specifications, user guides, and test plans.
Adhere to best practices and standards in software development, ensuring compliance with company policies and applicable regulations.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
3-5 years of experience in software development, with a strong focus on blockchain technologies.
Proven experience with the Solana blockchain and its ecosystem, including proficiency in Rust and Solana's smart contract programming model.
Solid understanding of blockchain principles, consensus mechanisms, and data structures, such as Merkle Trees and Directed Acyclic Graphs (DAGs).
Experience with on-chain storage and real-time processing technologies.
Familiarity with live immersive holographic streams or related fields is a plus.
Proficient in modern software development methodologies, such as Agile and Scrum.
Strong problem-solving skills and the ability to think critically and creatively.
Excellent communication skills, both written and verbal, with the ability to effectively collaborate with team members and stakeholders.
A passion for innovation and a commitment to staying current with emerging technologies and industry trends.
What We Offer:
Competitive salary and benefits package.
Opportunity to work on cutting-edge blockchain and 3D infrastructure in a rapidly growing industry.
Collaborative work environment with a team of talented and passionate professionals.
Opportunities for professional development and growth.
The chance to make a significant impact on the future of decentralized technology.
To apply for this position, please submit your resume and a cover letter detailing your relevant experience and why you are the ideal candidate for the role. We look forward to hearing from you!
Job Type: Full-time
Pay: Up to $125,000.00 per year
Benefits:
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work Location: Remote",systemsanalyst 
Business Analyst (SAP),- Full-time,"TITLE: Business Analyst (SAP)
LOCATION: Remote, PST hours required
EMPLOYMENT TYPE: 12 month contract
PAY RANGE: $45-55/ hr
*Exact compensation may vary based on skills, experience, and location.
BENEFITS: Medical insurance, 401K, sick leave, and employee assistance program. Depending on your package selection, Averro offers PTO, 8 paid holidays per year, dental/vision, pet, and legal insurance.
ROLE & RESPONSIBILITIES:
We are seeking an experienced Business Analyst with a strong background in SAP, specifically in the FICO, or WM modules. As a Business Analyst, you will be responsible for analyzing business processes, identifying opportunities for improvement, and implementing SAP solutions to optimize business operations. Work with project team members on reporting from D365 and analyze data, input/output
· Collaborate with business stakeholders to understand their requirements and translate them into SAP solutions.
· Conduct thorough analysis of existing business processes and systems, identifying gaps, inefficiencies, and opportunities for improvement.
· Design, configure, and implement SAP solutions in the FICO, or WM modules, ensuring alignment with business objectives and best practices.
· Participate in all phases of the project lifecycle, including requirements gathering, solution design, system configuration, testing, and deployment.
· Develop functional specifications and documentation, including process flow diagrams, system configuration guides, and user manuals.
· Additional responsibilities as required.
ESSENTIAL QUALIFICATIONS:
Minimum of 5 years of experience as a Business Analyst, with a focus on SAP implementation and support.
Strong knowledge and hands-on experience in at least one of the following SAP modules: FICO, or WM.
Experience with 1-3 full lifecycle SAP implementations, including requirements gathering, design, configuration, testing, and deployment.
SAP certification in the relevant modules is a plus.
WHY AVERRO?
Averro is a Veteran-Owned organization dedicated to delivering innovative talent solutions, business consulting and technology services that propel businesses and careers forward. We live by our ethos: Family First | Be Uncommon | Culture Wins. These values show in our commitment to client satisfaction, timely support, unmatched consultant care. Our Aim – Your Ascent.
Averro is an equal opportunity employer, and we are committed to diversity, equity, and inclusion in the workplace. All qualified applicants will receive consideration for employment, regardless of criminal histories, consistent with legal obligations. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
IND-TECH
Job Type: Full-time
Pay: $45.00 - $65.00 per hour
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
SAP: 3 years (Required)
Work Location: Hybrid remote in Columbus, MS 39701",systemsanalyst 
Sharepoint/Power Apps Developer,- Full-time,"FULL TIME REMOTE POSITION
General Purpose of Position:
We are seeking a skilled SharePoint/Power Apps Developer to join our team. The ideal candidate will be responsible for designing, developing, and deploying custom SharePoint applications using Power Apps, InfoPath and Power Automate workflow integration. The candidate should be experienced in developing custom sites and forms for SharePoint Online and SharePoint on-premises environments.
Major Duties and Responsibilities:
Build, update, maintain and support customer focused applications utilizing SharePoint Online and SharePoint on-premises, integrating Power App forms and Power Automate.
Leverages understanding of Workflow Process Engineering concepts and practices.
Manage SharePoint and custom application permissions, including user and group roles, access controls with AD, FBA authentication and Azure.
Troubleshoot and resolve issues related to application users, including errors, performance issues, and user access problems.
Support and collaborate with IT operations, security, business stakeholders, and cross-functional teams to identify end user requirements/specifications, design and implement SharePoint solutions that meet business needs.
Generate and document workflows, wireframes, site maps and “blueprints” during the requirements gathering phase for new initiatives, enhancements, and change requests and update appropriate project document deliverables.
Thoroughly test all functionality of solutions to assure product performance, develop technical documentation to guide future development products.
Process to obtain, compile and assess end user feedback to improve software performance.
Regularly reviewing, cleaning-up, managing and configuring sites.
Strong written and oral communication skills to be able to document internal processes, build user documentation, train, and demonstrate how a solution is designed and how it functions.
Knowledge, Skills and Attributes:
Knowledge of the healthcare system/environment.
Ability to work independently as well as part of a team.
Ability to follow instructions and work with minimum supervision.
Must be detail-oriented (skilled in proofreading, spelling, data entry).
High level of proficiency in basic computer skills and knowledge of software (Microsoft Office Suite).
Proficiency in operation of normal office equipment.
Excellent interpersonal skills and professional oral and written communication skills.
Education and Experience:
Bachelor’s degree in computer science or related field
Minimum 3 years of experience in SharePoint Development and Administration
Minimum 2 years of experience developing PowerBI reports and dashboards.
Proficient in SharePoint Online and SharePoint On-prem, and have specific knowledge about Power Apps, Power Automate, and InfoPath
Excellent analytical and problem-solving skills with the ability to solve complex problems.
Strong written and oral communication skills
Lean or agile expertise, preferred.
Mindset and behaviors that encompass our values of continuous improvement, respect for people, DIE, and integrity.
#IND1000
FULL TIME REMOTE POSITION",systemsanalyst 
Senior Systems & Data Analyst,- Full-time,"Senior Systems & Data Analyst
Freedman HealthCare LLC (FHC) is a growing Massachusetts-based consulting firm with a national footprint. We have helped more than 25 states build and use healthcare databases to improve quality, affordability, and equity. We aim to be the partner of choice for policymakers and changemakers who use data to transform healthcare and promote health, well-being, and justice. Freedman HealthCare is an entrepreneurial, fast-paced, and growing consultancy with a culture of teamwork, open communication, and meeting exacting standards.
*_
Job Summary:_*
As a Senior Systems & Data Analyst, you will play a crucial role in ensuring the accuracy and integrity of systems and data for the State of Rhode Island. Your primary responsibility will be to analyze and validate Medicaid and other state data, assess its compliance with established guidelines, and provide insights to support decision-making and process improvements. This position requires a strong background in systems analysis, Medicaid programs, data analysis, and attention to detail.
*
Duties/Responsibilities:*
Medicaid Program Validation: Perform comprehensive analysis of Medicaid program data, including financial, claims, and eligibility information, to validate its accuracy, completeness, and adherence to state regulations
Data Analysis: Utilize advanced analytical techniques to identify patterns, trends, and anomalies within the program data, ensuring its integrity and identifying potential areas for improvement
Compliance Assessment: Evaluate the program data against established guidelines, policies, and regulatory requirements to ensure compliance and identify any deviations or discrepancies
Process Improvement: Identify opportunities to enhance the program process, streamline data collection and analysis, and implement best practices to improve efficiency and accuracy
Collaboration: Collaborate with cross-functional teams, including Medicaid program managers, staff at other Secretariat agencies, financial analysts, IT professionals, and other stakeholders, to gather requirements, share insights, and address data-related challenges
Quality Assurance: Conduct quality assurance activities to ensure the accuracy, completeness, and reliability of the program data, including data validation checks, data reconciliation, and audit support
Training and Mentoring: Provide guidance and training to junior analysts and team members, sharing knowledge and best practices to foster professional growth and enhance the overall expertise of the team
Required Skills/Abilities:
Medicaid Expertise: In-depth knowledge of Medicaid programs, policies, and regulations, with a strong understanding of the eligibility and enrollment process and its associated challenges
Data Analysis Skills: Proficiency in data analysis tools and techniques, SQL, Excel, statistical analysis software, and data visualization tools. Experience with large datasets and data validation methodologies is essential
Systems Proficiency: Demonstrated expertise in working with complex systems, databases, and data interfaces, with the ability to troubleshoot and resolve technical issues
Attention to Detail: Strong attention to detail and a meticulous approach to data analysis, ensuring accuracy and precision in all deliverables
Communication Skills: Excellent verbal and written communication skills, with the ability to present complex technical concepts to both technical and non-technical stakeholders effectively.
Problem-Solving Abilities: Proven ability to identify problems, perform root cause analysis, and develop innovative solutions to address challenges in data validation and process improvement
Team Player: Strong collaborative and interpersonal skills, with the ability to work effectively in a team-oriented environment, supporting and mentoring junior analysts when necessary
Adaptability: Ability to thrive in a fast-paced, dynamic environment, managing multiple priorities and deadlines while maintaining a high level of professionalism and attention to detail
Education and Experience Requirements:
Education: Bachelor's degree in Computer Science, Information Systems, Healthcare Administration, Health Policy, Health Economics, Statistics, Medical Informatics, Epidemiology, or a related field. Relevant certifications are a plus
Experience: Minimum of 5 years of experience in systems analysis, data analysis, or a related field, preferably within the Medicaid domain
Experience: Minimum of 3 years of SQL or PL/SQL development
Physical Requirements:
Prolonged periods sitting at a desk and working on a computer
Note: The job description provided above is a general outline and may be subject to modifications based on specific organizational requirements
*
Freedman HealthCare, LLC is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. We strongly encourage applications and inquiries from women, LGBTQIA+ identified persons, Black, Indigenous, People of Color, people with disabilities, and others from historically underrepresented communities. We believe that embracing diversity in our workplace is essential to achieving the best results for our clients and as an organization.*
Job Type: Full-time
Pay: $95,000.00 - $110,000.00 per year",systemsanalyst 
SAS Mainframe Report Developer,- Contract,"SAS Mainframe Report Developer
Remote Position
W2 Contract (potential for perm conversion)
The Mainframe SAS Reporting Developer position will be part of the CSS Operations team responsible for providing business intelligence, monthly revenue/booking reports and operational reports focused on the enterprise Customer Information System. The position provides support for all aspects of reporting & analytics including ad-hoc requests, development, testing, maintenance, and production support. The position will be responsible for supporting customers in the Operating Companies to meet business needs in the areas of customer, account, billing, cash, collections, deposits, marketing, meters, lighting, taxes, revenue accounting, orders, etc.
Educational Requirements:
BS strongly preferred. Major in Computer Science, Software Engineering, Computer Engineering, Data Analytics or other related field.
Experience:
Pay grade level will be determined based on experience level.
SAS Experience: Application of Macro Programs, Local Macro Variables, Use of Arrays, SAS/Connect , PROC SQL, Advance reporting techniques including Proc Report and advance file manipulation techniques
Formal SAS training a plus (SAS Advance Programming, SAS Programming 3: Advanced Techniques, SAS Report Writing)
Mainframe DB2 SQL experience including creating and tuning efficient queries and data extraction processes.
Ability to write and support JCL, Sync Sort and FTP.
Proficient in writing effective and efficient code as well as maintainable, supportable, and well documented programs.
Cobol experience.
Working knowledge of Relational Databases, DB2, and/or Oracle
Quality control methods and analytical ability to assess accuracy of reporting output including researching details of summarized reports
Job Responsibilities
Responsible for the development and implementation of Customer Service, Marketing, Accounting, and Financial reports
Support of daily and monthly production reports & analytics
Ensure required documentation is developed to support team process and audits
Communicate effectively and timely with customers, team members, and management
Analyze, estimate, and deliver quality products
Adhere to Change Management policies and procedures
Build effective relationships with peers, management, and customers
On Call for nightly batch support
Attributes
Highly inquisitive and analytical. The ideal candidate is an individual who is curious, has a thirst for knowledge, enjoys learning, and likes to figure things out.
Team player but can work independently
Good written and verbal communication skills
Take ownership and personal responsibility for work assignments
Ability to prioritize work assignments and meet deadlines
Ability to document and follow processes
Synergis serves a myriad of clients across nearly all industries, from start-ups to Fortune 100 companies. The outcomes of these relationships are demonstrated in a growing list of more than 300 clients and industry recognition by Inc. magazine and the Atlanta Business Chronicle. From its foundation in 1997, Synergis has been successfully recruiting and placing IT professionals in all areas of information technology. For more information about Synergis, please visit the company website at www.synergishr.com.
The hourly pay range for this position is $60-70/hr (dependent on factors including but not limited to client requirements, experience, statutory considerations, and location). *Note: Disclosure as required by the Equal Pay for Equal Work Act (CO), NYC Pay TransparencyLaw, and sb5761 (WA).
Synergis is proud to be an Equal Opportunity Employer. We value diversity and do not discriminate on the basis of race, color, ethnicity, national origin, religion, age, gender, gender identity, political affiliation, sexual orientation, marital status, disability, military/veteran status, or any other status protected by applicable law.
For immediate consideration, please forward your resume to Christy Cifreo at Christy.Cifreo@Synergishr.com.
From <https://www.linkedin.com/talent/job-posting/post>
Job Type: Contract
Pay: $60.00 - $70.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Experience level:
5 years
Schedule:
8 hour shift
Day shift
Monday to Friday
On call
Experience:
SAS Programming: 5 years (Required)
JCL: 3 years (Required)
Work Location: Remote",systemsanalyst 
IT Systems/Support Analyst,- Contract,"Provides day-to-day technical support to employees for network infrastructure and internal desktop systems software and hardware.
Installs, configures and troubleshoots desktop systems, workstations, servers and network issues in a heterogeneous environment.
Maintains passwords, data integrity and file system security for the desktop environment.
Communicates highly technical information to both technical and nontechnical personnel.
Recommends hardware and software solutions, including new acquisitions and upgrades.
May participate in development of information technology and infrastructure projects.
May conduct training programs designed to educate an organization's computer users about basic and specialized applications.
Previous L1/L2 support experience.
Communication skills given possible interactions with customers.
Doe this position require to sit onsite?
Remote is ok here however standard work hours align with PST time zone: 8am-5pm or 9am-6pm PST
Skills
Understand the importance of asset inventory and how to maintain an organized inventory.
Mobile device experience working for a Wireless company.
Ability to see mobile device spend/usage trends and offer recommendations.
Keen to attention to detail.
Excel at clearly documenting your findings and providing updates to management, the team, and end users.
Understand that consistency and an adherence to best practices help any organization scale. High level of professionalism and passion toward what you do.
Initiative and self-drive are part of your everyday work ethic.
Experience with Microsoft Office.
Job Type: Contract
Salary: $60.00 - $61.00 per hour
Benefits:
Parental leave
Schedule:
8 hour shift
Experience:
L1: 2 years (Preferred)
Work Location: Remote",systemsanalyst 
Embedded C++ Programmer,- Contract,"Must-haves
5+ years of experience in Software Development
3+ years focused on C++ programming
Embedded system development experience (firmware, hardware, sensors, devices, etc.)
Vehicle controls, automotive industry, or CAN / J1939 vehicle bus protocol experience
Bachelors of Science in either Computer Engineering, Computer Science, Electrical Engineering, or related
Plusses
Ethernet, IP, Bluetooth, or related network / communication experience
Knowledge / passion for Sensor fusion, State Estimation, Vehicle dynamics/Kinematics, Vehicle control laws, Actuator control laws, Robotics, etc
OEM Experience
Day-to-Day
A large agriculture client is looking to hire a remote Embedded C++ programmer to join their growing firmware development team. This individual will be responsible for the maintenance and debugging of algorithms for self-driving/ steering agricultural vehicles such as tractors, combines, and sprayers. You will work in an embedded systems environment with a large code base and a complex system full of multiple sensors, firmware, and protocols. You will have the opportunity to use your interest and/or background in robotics to help with sensor-fusion data timing to control the timing of signals to improve the accuracy of autonomous vehicles.
Job Type: Contract
Pay: $50.00 - $60.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
No weekends
Experience:
software engineering: 5 years (Required)
C++: 3 years (Required)
Embedded software: 3 years (Required)
Work Location: Remote",systemsanalyst 
